"Title","Year","IMDb","Rotten.Tomatoes","Runtime"
"The Poker House",2008,6.4,0.57,93
"Wonder Wheel",2017,6.2,0.32,101
"Uzumasa Limelight",2014,6,0.9,103
"Fugitive Pieces",2007,7,0.68,104
"Sister My Sister",1994,6.6,0.63,89
"All This Panic",2017,6.8,0.94,79
"De-Lovely",2004,6.6,0.48,125
"Will Ferrell: You're Welcome America - A Final Night with George W. Bush",2009,7.1,0.6,115
"Scaffolding",2018,6.8,0.82,90
"Afternoon Delight",2013,5.7,0.67,98
"Author: The JT LeRoy Story",2016,7.1,0.78,110
"Time Regained",1999,6.7,0.7,169
"My Favorite Brunette",1947,6.8,0.71,87
"Gringo",2018,6.1,0.4,111
"The Last Movie Star",2018,6.9,0.54,94
"Cuban Fury",2014,6.2,0.54,98
"Body Bags",1993,6.1,0.67,91
"Trench 11",2017,5.3,0.92,90
"Gone in 60 Seconds",1974,6.5,0.43,118
"Super High Me",2007,6.1,0.63,94
"1:54",2016,6.6,0.57,106
"Barbershop 2: Back in Business",2004,5.7,0.68,106
"Noble",2014,6.8,0.82,100
"The Greatest Story Ever Told",1965,6.6,0.41,260
"Downriver",2015,6.2,0.9,99
"Southwest of Salem: The Story of the San Antonio Four",2016,7.1,1,91
"Let Her Out",2016,4.4,0.89,89
"TransFatty Lives",2015,8,0.88,83
"The Summit",2012,6.9,0.64,95
"Animals",2014,6.3,0.85,109
"Hello Destroyer",2016,6.2,1,110
"Ashby",2015,6.4,0.52,100
"The Bigamist",1953,6.8,0.88,80
"Madeinusa",2006,6.8,0.83,100
"G-Dog",2012,6.8,1,61
"Sons of Perdition",2010,6.9,0.83,85
"Northern Soul",2014,6.4,0.76,102
"Astraea",2015,6.6,1,95
"Moll Flanders",1996,6.5,0.43,123
"New York, I Love You",2008,6.2,0.37,103
"Almost Sunrise",2017,7.6,0.9,98
"Undertow",2004,6.6,0.55,71
"Left On Purpose",2015,7.3,0.88,85
"Thoda Pyaar Thoda Magic",2008,4.9,0.88,145
"Four Sheets to the Wind",2007,6.3,1,81
"Our Nixon",2013,6.7,0.91,84
"Life of a King",2013,6.9,0.43,100
"Free and Easy",2017,6.3,1,77
"Sordid Lives",2000,6.8,0.37,111
"Something Like Happiness",2005,7.1,0.78,102
"Paint Your Wagon",1969,6.6,0.27,164
"Toomelah",2011,6.1,1,106
"Future Shock! The Story of 2000AD",2014,7.2,0.82,110
"Boston",2017,7.5,1,133
"Radiant City",2007,7,0.94,93
"Winter Kills",1979,6.1,0.88,97
"Living in the Future's Past",2018,6.5,0.83,100
"Fear and Desire",1953,5.5,0.8,62
"Essential Killing",2010,6.1,0.77,83
"Honor Flight",2012,8.4,0.8,82
"40 Years in the Making: The Magic Music Movie",2018,6.9,1,99
"Becoming Cary Grant",2017,6.6,0.86,85
"Sex and Broadcasting",2014,6.7,1,76
"Indestructible",2007,7.7,1,110
"Tai Chi Zero",2012,6.1,0.6,98
"Howl",2015,5.4,0.67,92
"Creation",2009,6.7,0.46,108
"The Visual Bible: The Gospel of John",2003,7.7,0.37,180
"Cardinals",2017,5.5,0.83,84
"This Is Martin Bonner",2013,6.5,0.93,83
"We are Twisted Fucking Sister!",2016,7.1,0.8,135
"Free In Deed",2015,6.5,1,100
"Death Rides a Horse",1967,7.1,0.4,120
"Q",1982,6,0.69,103
"Nicky's Family",2011,7.9,0.64,96
"A Picture of You",2014,6.3,1,83
"Night of the Demons",1988,6.2,0.4,90
"Night Hunter",2019,5.9,0.14,98
"Boy Wonder",2010,6.8,0.5,93
"Blue Chips",1994,6.2,0.37,108
"The Horseman",2008,6.5,0.59,90
"Jack Frost",1979,7,0.57,105
"Thousand Pieces of Gold",1991,6.9,0.91,105
"Pink Ribbons, Inc.",2011,7.2,0.89,97
"True North",2006,6.9,0.8,89
"Ganja & Hess",1973,6.2,0.86,110
"Tropicália",2012,7.3,0.8,87
"Sun Ra: A Joyful Noise",1980,7.3,1,60
"Point and Shoot",2014,6.8,0.72,83
"Sold",2016,6.8,0.56,94
"The Rage in Placid Lake",2003,6.9,0.56,89
"Imitation Girl",2017,4.9,1,84
"Interview",2007,6.8,0.58,105
"The Midnight Swim",2015,5.2,0.86,84
"The Nightmare",2015,5.8,0.67,91
"Kites",2010,6.1,0.72,123
"The Legend of Rita",2000,6.9,0.8,103
"Sunshine State",2002,6.7,0.8,141
"The Good Neighbor",2016,6.3,0.29,98
"Hot House",2007,7.3,1,90
"Pandora's Promise",2013,7.4,0.64,87
"Shadows in the Sun",2005,6.7,0.43,100
"Pataakha",2018,7.2,0.5,134
"Mr. Nice",2010,6.4,0.53,121
"Willow Creek",2013,5.1,0.81,80
"Gulliver's Travels",1939,6.7,0.67,85
"Tales from the Script",2009,7.1,0.75,105
"Bride of Re-Animator",1990,6.3,0.44,96
"The Church",1989,6.2,0.64,102
"1492: Conquest of Paradise",1992,6.5,0.32,154
"The 51st State",2001,6.3,0.26,93
"Urbania",2000,6.8,0.72,103
"I Am Belfast",2016,6.6,1,84
"Love & Saucers",2017,7.4,0.82,67
"Sirens",1994,5.8,0.74,98
"Forgiving Dr. Mengele",2006,6.9,0.91,82
"Eating Out 2: Sloppy Seconds",2006,6.2,0.44,79
"The Second Time Around",2016,6.6,0.82,99
"The Heart is Deceitful Above All Things",2004,6.4,0.41,98
"Goin' South",1978,6.2,0.71,105
"Support Your Local Gunfighter",1971,6.9,0.62,91
"Double Happiness",1994,7,0.73,87
"Before I Disappear",2014,7.2,0.37,93
"Chisholm '72: Unbought & Unbossed",2004,7.3,0.86,76
"The Immaculate Conception of Little Dizzle",2010,6.2,0.89,104
"Jallikattu",2019,7.7,0.93,95
"GirlHouse",2014,5.5,0.73,99
"Captain Kidd",1945,6.4,1,90
"Campfire",2004,6.9,0.88,96
"Wild Horse, Wild Ride",2012,7.6,0.81,106
"The Patsy",1964,6.3,0.82,101
"Wake Wood",2011,5.5,0.8,90
"Bodysong",2003,6.9,0.8,83
"The Crescent",2018,4.9,0.75,99
"Flying Swords of Dragon Gate",2011,6,0.68,122
"For Those in Peril",2013,6.4,0.88,92
"The Greasy Strangler",2016,5.7,0.63,93
"The Competition",1980,6.6,0.71,123
"Our Daily Bread",1934,7.1,0.85,77
"Little White Lie",2014,7.2,0.8,
"True Confessions",1981,6.3,0.69,108
"Siddharth",2013,7.3,0.9,96
"Paper Man",2009,6.6,0.32,110
"The Academy of Muses",2015,6.8,0.86,92
"Women Who Kill",2016,5.4,1,93
"The Personals",1998,7.1,0.83,104
"Psychomania",1973,5.8,0.83,85
"Beautiful Darling",2010,7.3,0.77,85
"Double Impact",1991,5.6,0.35,110
"The Stone Roses: Made of Stone",2013,7.3,0.76,97
"Bloodsucking Bastards",2015,5.7,0.67,86
"Let the Corpses Tan",2017,6.2,0.75,92
"Freedom",2009,7.3,0.75,94
"Dil Bole Hadippa!",2009,4.5,0.63,148
"Creepshow 2",1987,6.1,0.32,92
"Lake Tahoe",2008,6.7,0.83,89
"Gary Numan: Android In La La Land",2016,6.9,0.79,85
"Louisiana Story",1948,6.7,0.8,78
"Fists of Legend",2013,6.8,0.71,154
"11 Flowers",2012,7.1,0.85,110
"The Loveless",1981,6.1,0.8,82
"Life",2015,6.1,0.65,104
"Flying Tigers",1942,6.8,0.67,102
"We Are Mari Pepa",2013,7,0.89,100
"The Road Movie",2017,6.4,0.87,67
"The Souvenir",2019,6.5,0.9,120
"Felix and Meira",2015,6.7,0.78,105
"Saving Brinton",2017,7.7,0.92,90
"Five Corners",1987,6.2,0.78,90
"Alexandra's Project",2003,6.5,0.53,103
"What Still Remains",2018,4.7,0.9,92
"The Cat's Meow",2001,6.3,0.75,114
"Who's Watching Oliver",2018,5.1,0.86,87
"The Leading Man",1996,5.7,0.69,100
"The Berlin File",2013,6.6,0.38,120
"La Camioneta: The Journey of One American School Bus",2012,6.7,1,71
"Wind",1992,6.4,0.5,126
"The Dying of the Light",2015,7.2,1,94
"Sun Choke",2015,5.6,0.88,83
"The Icarus Line Must Die",2017,6.2,1,83
"Giuseppe Makes a Movie",2014,7.8,1,82
"Sarah Silverman: We Are Miracles",2013,6.6,0.8,53
"Falcon Rising",2014,5.8,0.43,103
"Bridgend",2015,5.5,0.85,95
"From Time to Time",2010,6.7,0.43,92
"A Screaming Man",2010,6.7,0.88,92
"The Portrait of a Lady",1996,6.2,0.45,144
"Deepsea Challenge",2014,6.8,0.67,91
"The Joyless Street",1925,7.2,0.75,125
"Dangerous Liaisons",2012,5.9,0.68,119
"Very Semi-Serious",2015,7.3,0.88,83
"Witness Protection",1999,6.2,0.6,105
"The Man from Earth: Holocene",2017,5.3,0.5,98
"Blue Hawaii",1961,6.1,0.29,102
"For Ahkeem",2017,6.5,0.96,90
"Late Phases",2014,6,0.63,95
"Pu-239",2006,6.9,0.57,97
"Our Town",1940,6.6,0.86,90
"A Red Bear",2002,7.2,0.6,185
"Phantom Detective",2016,6.3,0.83,126
"The Last Time I Saw Paris",1954,6.2,0.88,116
"Don't Talk to Irene",2017,6.2,0.75,90
"A Bad Idea Gone Wrong",2017,5.8,0.8,85
"Bottom of the 9th",2019,5.5,0.69,111
"Stop-Loss",2008,6.4,0.65,112
"Different for Girls",1996,6.9,0.48,97
"Absolutely Anything",2015,6,0.18,85
"Suture",1993,6.6,0.69,96
"Summer '03",2018,5.4,0.61,95
"Chopping Mall",1986,5.6,0.56,77
"Without Name",2017,5.3,0.81,96
"Felony",2014,6.1,0.7,105
"Elián",2017,6.8,1,108
"The Price We Pay",2014,7.3,0.89,93
"Bad Blood: The Movie",2017,4.2,1,80
"Red Lights",2012,6.2,0.3,114
"Calling All Earthlings",2018,6.8,0.67,74
"Test",2013,6.5,0.81,101
"Jungle Book",1942,6.7,0.57,104
"Twilight",1998,6.2,0.6,122
"Bravetown",2015,6.2,0.25,112
"The Creeping Flesh",1973,6.3,0.8,92
"Derailroaded",2005,7.4,0.82,86
"The Alibi",2006,6.4,0.57,90
"Infinity Baby",2017,6.2,0.8,80
"The Journey",2017,6.6,0.69,94
"Gogol Bordello Non-Stop",2009,7.6,0.88,90
"Bad Milo",2013,5.6,0.62,85
"Feast of Love",2007,6.6,0.39,97
"Under the Gun",2016,5.5,1,86
"Parked",2010,6.7,0.64,94
"The Chinese Mayor",2015,7.7,0.8,89
"Blackbird",2012,7.1,0.57,116
"Santoalla",2016,6.9,0.85,83
"Bhoothnath",2008,6.3,0.6,150
"No Tears for the Dead",2014,6.8,0.33,116
"Humanoids from the Deep",1980,5.7,0.56,80
"Lazy Eye",2016,6.2,0.67,87
"The Color Wheel",2011,6.6,0.78,83
"The Wait",2015,6.6,0.7,100
"Circo",2011,7.1,0.92,55
"Bang Gang (A Modern Love Story)",2015,5.5,0.67,98
"Ae Dil Hai Mushkil",2016,5.8,0.5,158
"Zero Charisma",2013,6.2,0.76,86
"Coldwater",2013,6.4,0.62,104
"Letters to God",2010,6.3,0.27,110
"Keep the Aspidistra Flying",1997,6.3,0.83,101
"Rosenstrasse",2003,6.7,0.55,136
"A Turtle's Tale: Sammy's Adventures",2010,6.1,0.44,88
"Peterloo",2018,6.5,0.66,154
"Vision – From the Life of Hildegard von Bingen",2009,6.5,0.82,110
"Song to Song",2017,5.7,0.43,129
"At Middleton",2013,6.5,0.61,99
"Bill Frisell: A Portrait",2017,7.2,0.88,118
"Flashbacks of a Fool",2008,6.8,0.38,109
"Fat Man and Little Boy",1989,6.5,0.47,127
"Bhaji on the Beach",1993,6.3,0.89,101
"The Good Son",2013,7.7,0.82,87
"Trucker",2008,6.7,0.59,97
"BMX Bandits",1983,5.5,0.67,88
"In the Electric Mist",2009,6.1,0.58,117
"Manhunt: The Inside Story of the Hunt for Bin Laden",2013,6.9,0.57,102
"Hands of the Ripper",1971,6.2,0.86,85
"Demon House",2018,5.2,0.45,111
"Beautiful Losers",2008,7.1,0.62,90
"The Bedroom Window",1987,6.4,0.76,112
"A Bottle in the Gaza Sea",2011,7.2,0.69,100
"Mystic India",2005,7.7,0.86,40
"The Cheap Detective",1978,6.5,0.47,92
"Alex of Venice",2015,5.8,0.74,86
"Plan 9 from Outer Space",1959,4,0.67,79
"Jim Gaffigan: Quality Time",2019,7.6,1,75
"Kurt & Courtney",1998,6.1,0.62,95
"Loving Pablo",2017,6.3,0.31,123
"Tumbleweeds",1925,6.5,1,102
"Bone",1972,6.8,0.67,95
"People of a Feather",2012,8.1,0.86,90
"Destination Moon",1950,6.3,0.64,92
"Runoff",2015,5.8,0.83,126
"The Slumber Party Massacre",1982,5.7,0.4,77
"Shy People",1987,6.8,0.64,118
"Félicité",2017,6.5,0.96,129
"Into Temptation",2009,6.5,0.8,95
"Late Night Shopping",2001,6.9,0.6,91
"The Quiet",2005,6.2,0.21,96
"I Think We're Alone Now",2008,6.8,0.75,93
"Zombeavers",2014,4.8,0.69,77
"Little Italy",2018,5.7,0.16,102
"Prescription Thugs",2016,7,0.69,86
"The Two Faces of Dr. Jekyll",1960,6.3,0.8,88
"The Returned",2013,5.9,0.58,52
"24 Days",2014,6.3,0.79,110
"a/k/a Tommy Chong",2006,7.3,0.73,80
"Edie",2018,6.5,0.63,90
"Sun Don't Shine",2012,6,0.9,90
"Lisa and the Devil",1973,6.4,0.62,95
"The Moo Man",2013,7.1,0.83,98
"Harmony and Me",2010,6.1,0.93,75
"Charlie Countryman",2013,6.4,0.27,103
"Ghosts of Cité Soleil",2006,7.1,0.77,85
"Being Ginger",2013,6,0.92,69
"My Date with Drew",2005,6.4,0.71,90
"23 Blast",2014,6.5,0.36,98
"Free China: The Courage to Believe",2013,7.5,1,61
"By Sidney Lumet",2015,7.1,0.82,103
"Heartburn",1986,6.1,0.45,108
"Jess + Moss",2011,6.4,0.8,83
"Garden of Evil",1954,6.7,0.83,100
"500 Years",2017,6.4,1,105
"Boom Bust Boom",2016,7.1,0.85,74
"It Felt Like Love",2013,5.6,0.84,82
"Big Ass Spider!",2013,5.3,0.78,80
"Book of Blood",2009,5.3,0.8,100
"The Flaw",2011,7.3,0.82,61
"Drew: The Man Behind the Poster",2013,7.5,0.5,97
"The Acid House",1998,6.4,0.45,111
"Girl Flu.",2016,6.2,0.83,92
"Manborg",2011,5.5,0.88,60
"Darling",2015,5.5,0.71,128
"Little Secrets",2001,6.4,0.6,96
"The Strangers: Prey at Night",2018,5.2,0.4,85
"Lakeboat",2000,6.1,0.83,98
"Genova",2008,6,0.77,93
"Katie Says Goodbye",2018,6.7,0.42,88
"How to Talk to Girls at Parties",2017,5.7,0.47,102
"Necessary Roughness",1991,6.2,0.33,108
"Trouble Every Day",2001,6,0.49,101
"Only When I Dance",2009,7,0.92,78
"Intimate Enemies",2007,6.9,0.57,111
"Memoria",2016,5.1,1,
"Numb",2015,5.5,0.56,93
"Serenity",2019,5.3,0.2,106
"Medora",2013,7,0.92,100
"Coming Through the Rye",2016,6.3,0.7,97
"Seberg",2019,5.4,0.34,102
"Losing Isaiah",1995,6.5,0.45,111
"Jesus Christ Vampire Hunter",2001,5,0.8,85
"Jingle Bell Rocks!",2013,7.2,1,94
"Killers",2010,5.4,0.1,100
"Guernica",2016,5.8,0.86,110
"Digging Up the Marrow",2015,5.8,0.6,89
"A Suitable Girl",2017,6.8,0.87,90
"Mr. Pip",2012,7.1,0.44,116
"Chastity Bites",2013,4.6,1,93
"Lyle",2014,6,1,62
"Downhill",2014,6.5,0.89,86
"Rememory",2017,6.2,0.25,111
"Sarbjit",2016,7.3,0.33,131
"The Forest of the Lost Souls",2017,5.2,0.75,71
"If I Want to Whistle, I Whistle",2010,7.1,0.68,94
"Yardie",2018,5.8,0.56,101
"When I Walk",2013,7.5,0.88,84
"Art School Confidential",2006,6.3,0.36,102
"Best and Most Beautiful Things",2016,6.2,0.81,90
"The Tag-Along",2015,5.5,0.8,93
"Stone of Destiny",2008,6.8,0.53,96
"Slingshot",2007,6.7,0.7,90
"Make Believe",2011,7,0.85,88
"The Human Resources Manager",2011,6.6,0.75,103
"Hemingway & Gellhorn",2012,6.3,0.5,155
"Like Me",2018,5.3,0.73,80
"Flower Drum Song",1961,7,0.45,133
"Man in Red Bandana",2017,8.1,0.63,85
"School of Life",2017,6.8,0.4,116
"The Baytown Outlaws",2012,6.4,0.22,98
"The 5th Quarter",2011,5.6,0.57,101
"Cousins",1989,6.3,0.5,83
"Molokai: The Story of Father Damien",1999,6.9,0.63,109
"Know Your Mushrooms",2009,6.4,1,74
"Hide Your Smiling Faces",2014,6,0.83,81
"Love the Coopers",2015,5.8,0.18,107
"Munyurangabo",2007,6.7,0.92,97
"The Only Living Boy in New York",2017,6.3,0.34,89
"Michael H. – Profession: Director",2013,7,0.91,92
"Bustin' Down the Door",2008,7,0.79,96
"Switchback",1997,6.4,0.32,118
"Hatchet III",2013,5.7,0.57,81
"Inside Hana's Suitcase",2009,7.7,0.77,93
"The Phantom",1996,4.9,0.42,100
"Mind the Gap",2004,7.1,0.56,103
"Phantasm III: Lord of the Dead",1994,6.1,0.4,91
"The Million Dollar Hotel",2000,5.9,0.25,122
"Isolation",2005,5.6,0.64,95
"Strongman",2011,6.5,1,105
"The Monster Club",1981,5.9,0.75,104
"Sollers Point",2017,5.6,0.85,101
"Digging to China",1997,6.8,0.43,98
"King Leopold's Ghost",2006,7.9,0.92,
"Ted Bundy",2002,5.8,0.41,99
"A.C.O.D.",2013,5.6,0.52,88
"The Tower",2012,6.6,0.17,121
"Wilby Wonderful",2004,6.6,0.71,99
"Handsome Harry",2009,6.1,0.81,94
"Big Bad Mama",1974,5.8,0.71,84
"Jimmy Carter Man from Plains",2007,7,0.79,125
"The Merry Gentleman",2008,6.5,0.65,110
"Dark Horse",2011,5.9,0.7,86
"Black Sun",2005,7.4,0.75,60
"Werewolf",2017,6,0.91,98
"The Funhouse Massacre",2015,5.2,0.73,90
"Tokyo Tribe",2014,6.5,0.55,116
"Shivaay",2016,6.2,0.17,153
"Extremities",1986,6.3,0.4,89
"All These Sleepless Nights",2016,6.6,0.69,100
"Buena Vista Social Club: Adios",2017,6.8,0.7,110
"Hunter Gatherer",2016,6.2,0.96,90
"Ecstasy",1933,6.7,0.7,82
"Innocent",2011,5.4,0.9,45
"The Relic",1997,5.8,0.34,110
"When a Stranger Calls Back",1993,6.2,0.57,94
"Augustine",2012,6,0.73,102
"Leonard Cohen: I'm Your Man",2006,6.8,0.69,105
"Lamb",2016,6.3,0.85,97
"The Double",2011,5.9,0.21,180
"Disco Pigs",2001,6.7,0.2,93
"The Lords of Flatbush",1974,5.8,0.67,86
"Age of Uprising: The Legend of Michael Kohlhaas",2013,6.1,0.47,122
"Backstabbing for Beginners",2018,6.2,0.38,108
"Mad Money",2008,5.8,0.22,104
"Herman's House",2012,6.3,0.88,80
"Tracers",2015,5.6,0.24,94
"Cromwell",1970,6.9,0.33,139
"Honeydripper",2007,6.6,0.69,124
"The Glass Coffin",2016,5.3,0.8,75
"Flu",2013,6.7,0.45,122
"Wassup Rockers",2005,6,0.38,111
"The Mighty Macs",2009,6.5,0.46,99
"Unlovable",2018,5.8,0.81,80
"Jolene",2008,6.4,0.48,121
"Impact",1949,7.1,0.6,120
"Frankie & Alice",2010,6.5,0.21,101
"Derrida",2002,6.5,0.82,84
"Elephant Song",2014,6.6,0.56,110
"Strange Behavior",1981,5.7,0.8,105
"The Jazz Singer",1980,5.9,0.19,88
"9th Company",2005,7.1,0.69,139
"Softness of Bodies",2018,4.1,1,74
"Sharknado",2013,3.3,0.78,86
"Generation Wealth",2018,6.6,0.45,105
"Aliyah",2012,6.1,0.83,88
"Mambo Italiano",2003,6.7,0.32,88
"Young Ones",2014,5.9,0.5,100
"Book of Monsters",2019,4.7,0.75,84
"Rock-A-Doodle",1991,6.1,0.2,74
"The Trouble with the Truth",2011,5.5,0.94,96
"About Alex",2014,6.4,0.45,99
"The Group",1966,6.5,0.6,30
"Eating Out",2004,5.8,0.16,90
"If It's Tuesday, This Must Be Belgium",1969,6.3,0.6,98
"Chaos",2000,6.6,0.71,126
"Sylvio",2017,6.1,0.85,80
"The Outlaw",1946,5.5,0.8,116
"Llyn Foulkes One Man Band",2013,7.6,0.9,88
"Dominick Dunne: After the Party",2008,7.5,0.86,85
"Good Kids",2016,6.1,0.33,86
"The Good Soldier",2009,8.3,0.73,105
"Dare",2009,5.8,0.57,92
"Gunnin' for That #1 Spot",2008,6.5,0.74,90
"Dear Lemon Lima",2009,6.5,0.75,87
"H.H. Holmes: America's First Serial Killer",2004,6.3,0.75,64
"Showrunners: The Art of Running a TV Show",2014,6.7,0.67,90
"Hiding Out",1987,6.4,0.33,98
"The Curse of the Gothic Symphony",2011,7,1,82
"The Saratov Approach",2013,5.6,0.6,107
"Last Rampage",2017,5.7,0.64,93
"Extinction",2015,5.8,0.2,95
"Dark Was the Night",2014,5.6,0.52,90
"Southern Baptist Sissies",2013,6.8,0.6,138
"Under the Boardwalk: The Monopoly Story",2011,6.2,0.85,88
"Clandestine Childhood",2011,7,0.4,112
"Maniac Cop 2",1990,5.9,0.6,90
"Edmond",2005,6.2,0.47,110
"Judge Priest",1934,6.3,0.8,80
"Beside Bowie: The Mick Ronson Story",2017,7.3,0.8,102
"Westwood: Punk, Icon, Activist",2018,5.9,0.77,83
"The Take",2007,5.8,0.85,92
"Battle Beyond the Stars",1980,5.5,0.45,104
"A Cool Fish",2018,7,0.2,109
"Ooops! Noah is Gone...",2015,5.8,0.36,87
"Wilderness",2006,6.1,0.25,93
"Cesar Chavez",2014,6.4,0.38,102
"Atlas Shrugged: Part I",2011,5.6,0.12,97
"Wah-Wah",2005,6.8,0.54,120
"That Uncertain Feeling",1941,6.7,0.67,84
"Delirious",1991,5.9,0.44,96
"The Comedy",2012,6.4,0.47,95
"Sophie and the Rising Sun",2016,6.5,0.64,105
"Icaros: A Vision",2017,6,0.9,91
"Spread",2009,5.8,0.21,97
"Just Looking",1999,6.7,0.45,97
"Small Town Murder Songs",2010,5.9,0.79,75
"Of Mind and Music",2014,6.8,0.71,98
"In Search of Israeli Cuisine",2016,6.1,0.92,96
"The Pill",2011,5.4,0.7,83
"Dead Birds",2005,5.6,0.5,91
"Stolen Life",2005,6.5,0.8,42
"Open Grave",2013,6.2,0.18,102
"The Big Sleep",1978,5.8,0.67,114
"They",2018,4.7,0.71,89
"Shut Up Little Man! An Audio Misadventure",2011,6.6,0.68,90
"Jennifer Eight",1992,6.3,0.37,124
"Art & Copy",2009,6.8,0.57,89
"Asylum",1972,6.5,0.36,99
"America The Beautiful",2008,6.9,0.72,82
"Casey's Shadow",1978,6.1,0.78,117
"Gone",2012,5.9,0.1,270
"The Great Buddha+",2017,7.6,0.88,102
"The Babysitters",2007,5.6,0.33,88
"Infinity",1996,6.2,0.62,119
"Vanishing of the Bees",2009,7.1,0.58,87
"Raw Deal",1986,5.6,0.25,106
"This Is Our Land",2017,6.3,0.73,117
"A Fool There Was",1915,5.8,0.8,67
"Joshua",2002,6.7,0.22,106
"Bonhoeffer",2003,7.2,0.71,88
"Bliss",1997,6,0.46,111
"Farmageddon",2011,7.1,0.57,86
"Burt's Buzz",2014,6.6,0.77,88
"Diamond Tongues",2015,5.7,1,100
"In Search of Mozart",2006,7.3,0.81,129
"Desert Bloom",1986,6.7,0.64,105
"Meri Pyaari Bindu",2017,5.9,0.38,117
"Nakom",2016,6.8,0.86,90
"Punching Henry",2017,5.6,0.77,95
"Beowulf & Grendel",2005,5.8,0.47,103
"Who Bombed Judi Bari?",2012,7.8,0.86,95
"The Whisperers",1967,7.1,0.6,106
"Mondo Cane",1962,6.4,0.5,108
"Shepard & Dark",2012,6.4,0.86,92
"The New York Ripper",1982,6.4,0.17,91
"The Strange Little Cat",2013,6.6,0.78,72
"The Armor of Light",2015,6.7,0.96,88
"The Lesson",2015,4.3,0.89,111
"Moss",2017,5.9,0.75,163
"Porcile",1969,6.7,0.5,99
"Watermark",2013,6.9,0.77,92
"This Divided State",2005,7.3,0.83,88
"The Jurassic Games",2018,3.8,0.83,86
"The Man from Elysian Fields",2001,6.6,0.51,106
"Frankenstein's Army",2013,5.3,0.56,84
"Jack's Back",1988,5.9,0.6,97
"Days and Clouds",2007,6.9,0.81,118
"The Ice Cream Truck",2017,5.2,0.71,96
"Kung Fu Killer",2008,5,0.75,100
"A Little Bit of Heaven",2011,6.3,0.04,106
"Citadel",2012,5.5,0.55,
"Healing",2014,6.7,0.75,112
"Tapeheads",1988,5.7,0.6,93
"Laaga Chunari Mein Daag - Journey of A Woman",2007,5.3,0.5,122
"The Monster Project",2017,4.4,0.6,99
"The Carer",2016,6.5,0.68,89
"Golmaal Again",2017,4.9,0.57,140
"Holly",2006,6.8,0.65,120
"Escanaba in da Moonlight",2001,6.5,0.5,91
"Portrait of Wally",2012,6.8,0.9,90
"Madame Bovary",2015,5.7,0.43,118
"Hanover Street",1979,6,0.57,109
"The High Cost of Living",2011,6.8,0.53,92
"The Quiet Ones",2014,5.1,0.37,98
"The Last Rites of Joe May",2011,6.9,0.74,107
"Caged Heat",1974,5.3,0.73,130
"The Art of Travel",2008,6.4,0.63,100
"Just Jim",2015,5.8,0.85,84
"Beneath the Harvest Sky",2013,6.2,0.62,116
"Redwood Highway",2013,6.4,0.8,90
"Fear City",1984,5.7,0.67,95
"All Cheerleaders Die",2013,5.1,0.49,89
"Bad Hurt",2016,5.9,0.8,101
"The Witch Who Came from the Sea",1976,5.6,0.78,83
"Yesterday was a lie",2008,5.1,0.83,89
"Razzia",2018,6.2,0.44,115
"Henry's Crime",2010,6,0.41,108
"Trafficked",2017,5.6,0.29,104
"OT: Our Town",2002,7.2,0.88,76
"Voice from the Stone",2017,5.2,0.38,94
"Brain Dead",1990,6,0.17,85
"My Mistress",2014,5.5,0.33,104
"The Driller Killer",1979,5.1,0.69,96
"The Yes Men Are Revolting",2014,6.8,0.81,91
"The Motel Life",2012,5.9,0.7,85
"La Bare",2014,6,0.78,91
"Mandingo",1975,6.3,0.29,127
"The Town That Dreaded Sundown",1976,6.1,0.42,90
"Lady of Burlesque",1943,6.4,0.6,91
"Khadak",2006,6.9,0.71,104
"RiP!: A Remix Manifesto",2009,7.6,0.42,87
"Michael Moore Hates America",2004,4.9,0.75,125
"Canadian Bacon",1995,6,0.14,91
"Genesis",2018,5.9,0.8,111
"In Secret",2013,6.1,0.41,107
"Rare Birds",2001,6.4,0.54,99
"Forbidden World",1982,5.2,0.6,77
"Hatchet II",2010,5.5,0.4,85
"Somebody Up There Likes Me",2013,5.8,0.68,113
"Breakin' 2: Electric Boogaloo",1984,5.1,0.29,94
"Fear X",2003,6,0.58,91
"King of Thieves",2018,5.5,0.34,108
"A Spell to Ward Off the Darkness",2013,6.2,0.95,98
"Dementia 13",1963,5.7,0.63,75
"Bookies",2003,6,0.67,88
"Reset",2017,7.3,0.71,92
"Take Me to the River",2014,6.9,0.73,84
"Antarctica: Ice & Sky",2015,6.9,0.89,89
"I Bury the Living",1958,6.3,0.64,77
"Living Among Us",2019,5.2,0.14,87
"White of the Eye",1988,6.2,0.43,110
"11/8/16",2017,5.3,0.75,
"Uncovered: The War on Iraq",2004,7.5,0.77,83
"Laila's Birthday",2008,6.6,0.8,71
"Malevolence",2004,5.1,0.33,90
"The Jackie Robinson Story",1950,6.4,0.63,77
"Autumn Lights",2016,6.7,0.14,98
"Curtains",1983,5.7,0.6,89
"Tales from the Organ Trade",2013,7.3,0.6,82
"Bad Kids of Crestview Academy",2017,5.6,0.1,100
"By the Time It Gets Dark",2016,6.5,0.89,105
"These Girls",2005,5.5,0.73,92
"J.D.'s Revenge",1976,6,0.6,96
"For My Father",2008,7.3,0.4,100
"Teenage",2013,6.6,0.77,78
"Off the Black",2006,6.6,0.65,90
"Along for the Ride",2017,6.7,0.7,99
"Tuff Turf",1985,6.2,0.17,112
"The English Teacher",2013,5.8,0.41,93
